"paper","word"
"101186s1286201813365","achieve"
"101186s1286201813365","ecological"
"101186s1286201813365","dominance"
"101186s1286201813365","invasive"
"101186s1286201813365","success"
"101186s1286201813365","social"
"101186s1286201813365","insect"
"101186s1286201813365","enhance"
"101186s1286201813365","unicolonial"
"101186s1286201813365","structure"
"101186s1286201813365","presence"
"101186s1286201813365","numerous"
"101186s1286201813365","queen"
"101186s1286201813365","lack"
"101186s1286201813365","aggression"
"101186s1286201813365","worker"
"101186s1286201813365","density"
"101186s1286201813365","colony"
"101186s1286201813365","growth"
"101186s1286201813365","survival"
"101186s1286201813365","eliminate"
"101186s1286201813365","intra"
"101186s1286201813365","specific"
"101186s1286201813365","competition"
"101186s1286201813365","study"
"101186s1286201813365","investigate"
"101186s1286201813365","population"
"101186s1286201813365","genetic"
"101186s1286201813365","colony"
"101186s1286201813365","structure"
"101186s1286201813365","level"
"101186s1286201813365","aggression"
"101186s1286201813365","ant"
"101186s1286201813365","fulva"
"101186s1286201813365","recently"
"101186s1286201813365","introduce"
"101186s1286201813365","unite"
"101186s1286201813365","south"
"101186s1286201813365","find"
"101186s1286201813365","species"
"101186s1286201813365","experience"
"101186s1286201813365","genetic"
"101186s1286201813365","bottleneck"
"101186s1286201813365","invasion"
"101186s1286201813365","lower"
"101186s1286201813365","genetic"
"101186s1286201813365","diversity"
"101186s1286201813365","result"
"101186s1286201813365","introduction"
"101186s1286201813365","fulva"
"101186s1286201813365","shift"
"101186s1286201813365","colony"
"101186s1286201813365","structure"
"101186s1286201813365","species"
"101186s1286201813365","exhibit"
"101186s1286201813365","organization"
"101186s1286201813365","native"
"101186s1286201813365","range"
"101186s1286201813365","colony"
"101186s1286201813365","separate"
"101186s1286201813365","display"
"101186s1286201813365","unicolonial"
"101186s1286201813365","system"
"101186s1286201813365","boundary"
"101186s1286201813365","nest"
"101186s1286201813365","invasive"
"101186s1286201813365","range"
"101186s1286201813365","uncover"
"101186s1286201813365","absence"
"101186s1286201813365","genetic"
"101186s1286201813365","differentiation"
"101186s1286201813365","population"
"101186s1286201813365","entire"
"101186s1286201813365","invasive"
"101186s1286201813365","range"
"101186s1286201813365","lack"
"101186s1286201813365","aggressive"
"101186s1286201813365","behavior"
"101186s1286201813365","conspecific"
"101186s1286201813365","nest"
"101186s1286201813365","separate"
"101186s1286201813365","hundred"
"101186s1286201813365","result"
"101186s1286201813365","suggest"
"101186s1286201813365","entire"
"101186s1286201813365","invasive"
"101186s1286201813365","range"
"101186s1286201813365","usa"
"101186s1286201813365","species"
"101186s1286201813365","form"
"101186s1286201813365","single"
"101186s1286201813365","spread"
"101186s1286201813365","invasive"
"101186s1286201813365","nest"
"101186s1286201813365","find"
"101186s1286201813365","hundred"
"101186s1286201813365","reproductive"
"101186s1286201813365","queen"
"101186s1286201813365","mate"
"101186s1286201813365","single"
"101186s1286201813365","male"
"101186s1286201813365","reproductive"
"101186s1286201813365","queen"
"101186s1286201813365","nest"
"101186s1286201813365","free"
"101186s1286201813365","movement"
"101186s1286201813365","individual"
"101186s1286201813365","nest"
"101186s1286201813365","lead"
"101186s1286201813365","coefficient"
"101186s1286201813365","worker"
"101186s1286201813365","close"
"101186s1286201813365","introduce"
"101186s1286201813365","population"
"101186s1286201813365","call"
"101186s1286201813365","question"
"101186s1286201813365","stability"
"101186s1286201813365","unicolonial"
"101186s1286201813365","system"
"101186s1286201813365","indirect"
"101186s1286201813365","fitness"
"101186s1286201813365","benefit"
"101186s1286201813365","worker"
"101186s1286201813365","apparently"
"101186s1286201813365","absent"
"101186s4046201801442","movement"
"101186s4046201801442","ecology"
"101186s4046201801442","collective"
"101186s4046201801442","behavior"
"101186s4046201801442","account"
"101186s4046201801442","data"
"101186s4046201801442","drive"
"101186s4046201801442","rely"
"101186s4046201801442","simplistic"
"101186s4046201801442","theoretical"
"101186s4046201801442","assumption"
"101186s4046201801442","rely"
"101186s4046201801442","metric"
"101186s4046201801442","measure"
"101186s4046201801442","intend"
"101186s4046201801442","paper"
"101186s4046201801442","focus"
"101186s4046201801442","pairwise"
"101186s4046201801442","joint"
"101186s4046201801442","movement"
"101186s4046201801442","behavior"
"101186s4046201801442","individual"
"101186s4046201801442","movement"
"101186s4046201801442","segment"
"101186s4046201801442","path"
"101186s4046201801442","investigate"
"101186s4046201801442","metric"
"101186s4046201801442","introduce"
"101186s4046201801442","previous"
"101186s4046201801442","assess"
"101186s4046201801442","joint"
"101186s4046201801442","movement"
"101186s4046201801442","analyze"
"101186s4046201801442","theoretical"
"101186s4046201801442","property"
"101186s4046201801442","contrast"
"101186s4046201801442","scenario"
"101186s4046201801442","criterion"
"101186s4046201801442","account"
"101186s4046201801442","review"
"101186s4046201801442","metric"
"101186s4046201801442","practical"
"101186s4046201801442","dependance"
"101186s4046201801442","parameter"
"101186s4046201801442","underlie"
"101186s4046201801442","assumption"
"101186s4046201801442","analyze"
"101186s4046201801442","similarity"
"101186s4046201801442","metric"
"101186s4046201801442","define"
"101186s4046201801442","express"
"101186s4046201801442","mathematical"
"101186s4046201801442","form"
"101186s4046201801442","addition"
"101186s4046201801442","evaluate"
"101186s4046201801442","ability"
"101186s4046201801442","metric"
"101186s4046201801442","assess"
"101186s4046201801442","specific"
"101186s4046201801442","aspect"
"101186s4046201801442","joint"
"101186s4046201801442","movement"
"101186s4046201801442","behavior"
"101186s4046201801442","proximity"
"101186s4046201801442","space"
"101186s4046201801442","time"
"101186s4046201801442","coordination"
"101186s4046201801442","synchrony"
"101186s4046201801442","direction"
"101186s4046201801442","speed"
"101186s4046201801442","find"
"101186s4046201801442","metric"
"101186s4046201801442","assess"
"101186s4046201801442","proximity"
"101186s4046201801442","sensitive"
"101186s4046201801442","coordination"
"101186s4046201801442","choose"
"101186s4046201801442","metric"
"101186s4046201801442","elaborate"
"101186s4046201801442","graphical"
"101186s4046201801442","representation"
"101186s4046201801442","metric"
"101186s4046201801442","coordination"
"101186s4046201801442","proximity"
"101186s4046201801442","space"
"101186s4046201801442","result"
"101186s4046201801442","example"
"101186s4046201801442","proximity"
"101186s4046201801442","coordination"
"101186s4046201801442","focus"
"101186s4046201801442","movement"
"101186s4046201801442","study"
"101186s1289801802157","picture"
"101186s1289801802157","behavior"
"101186s1289801802157","management"
"101186s1289801802157","risk"
"101186s1289801802157","prey"
"101186s1289801802157","remain"
"101186s1289801802157","fragmentary"
"101186s1289801802157","partly"
"101186s1289801802157","stem"
"101186s1289801802157","lack"
"101186s1289801802157","study"
"101186s1289801802157","jointly"
"101186s1289801802157","analyze"
"101186s1289801802157","behavior"
"101186s1289801802157","response"
"101186s1289801802157","develop"
"101186s1289801802157","prey"
"101186s1289801802157","habitat"
"101186s1289801802157","fine"
"101186s1289801802157","scale"
"101186s1289801802157","behavior"
"101186s1289801802157","expect"
"101186s1289801802157","complement"
"101186s1289801802157","advantage"
"101186s1289801802157","simple"
"101186s1289801802157","system"
"101186s1289801802157","kerguelen"
"101186s1289801802157","archipelago"
"101186s1289801802157","prey"
"101186s1289801802157","species"
"101186s1289801802157","european"
"101186s1289801802157","rabbit"
"101186s1289801802157","predator"
"101186s1289801802157","feral"
"101186s1289801802157","cat"
"101186s1289801802157","felis"
"101186s1289801802157","catus"
"101186s1289801802157","mosaic"
"101186s1289801802157","close"
"101186s1289801802157","forage"
"101186s1289801802157","patch"
"101186s1289801802157","allow"
"101186s1289801802157","reliable"
"101186s1289801802157","assessment"
"101186s1289801802157","spatio"
"101186s1289801802157","temporal"
"101186s1289801802157","change"
"101186s1289801802157","predation"
"101186s1289801802157","risk"
"101186s1289801802157","investigate"
"101186s1289801802157","change"
"101186s1289801802157","trigger"
"101186s1289801802157","individual"
"101186s1289801802157","prey"
"101186s1289801802157","decision"
"101186s1289801802157","perform"
"101186s1289801802157","routine"
"101186s1289801802157","presence"
"101186s1289801802157","behavior"
"101186s1289801802157","record"
"101186s1289801802157","day"
"101186s1289801802157","night"
"101186s1289801802157","patch"
"101186s1289801802157","similar"
"101186s1289801802157","forage"
"101186s1289801802157","characteristic"
"101186s1289801802157","contrast"
"101186s1289801802157","term"
"101186s1289801802157","cat"
"101186s1289801802157","individually"
"101186s1289801802157","active"
"101186s1289801802157","night"
"101186s1289801802157","close"
"101186s1289801802157","patch"
"101186s1289801802157","line"
"101186s1289801802157","expect"
"101186s1289801802157","hunt"
"101186s1289801802157","success"
"101186s1289801802157","condition"
"101186s1289801802157","rabbit"
"101186s1289801802157","avoid"
"101186s1289801802157","close"
"101186s1289801802157","patch"
"101186s1289801802157","night"
"101186s1289801802157","increase"
"101186s1289801802157","vigilance"
"101186s1289801802157","day"
"101186s1289801802157","night"
"101186s1289801802157","rabbit"
"101186s1289801802157","increase"
"101186s1289801802157","close"
"101186s1289801802157","patch"
"101186s1289801802157","compare"
"101186s1289801802157","patch"
"101186s1289801802157","condition"
"101186s1289801802157","reduce"
"101186s1289801802157","thermoregulatory"
"101186s1289801802157","cost"
"101186s1289801802157","expect"
"101186s1289801802157","environmental"
"101186s1289801802157","data"
"101186s1289801802157","map"
"101186s1289801802157","landscape"
"101186s1289801802157","fear"
"101186s1289801802157","study"
"101186s1289801802157","system"
"101186s1289801802157","prey"
"101186s1289801802157","habitat"
"101186s1289801802157","vigilance"
"101186s1289801802157","complement"
"101186s1289801802157","solely"
"101186s1289801802157","focus"
"101186s1289801802157","tactic"
"101186s1289801802157","lead"
"101186s1289801802157","erroneous"
"101186s1289801802157","conclusion"
"101186s1289801802157","predation"
"101186s1289801802157","risk"
"101186s1289801802157","trigger"
"101186s1289801802157","prey"
"101186s1289801802157","decision"
"101186s1289801802157","finally"
"101186s1289801802157","future"
"101186s1289801802157","study"
"101186s1289801802157","investigate"
"101186s1289801802157","inter"
"101186s1289801802157","individual"
"101186s1289801802157","variability"
"101186s1289801802157","relative"
"101186s1289801802157","type"
"101186s1289801802157","complementary"
"101186s1289801802157","behavior"
"101186s1289801802157","response"
"101186s1289801802157","perceive"
"101186s1289801802157","risk"
"101186s1289801802157","determinant"
"101186s1289801802157","outcome"
"101186s1289801802157","tactic"
"101186s4046201801424","strategy"
"101186s4046201801424","forage"
"101186s4046201801424","animal"
"101186s4046201801424","consider"
"101186s4046201801424","species"
"101186s4046201801424","specific"
"101186s4046201801424","similarity"
"101186s4046201801424","conspecific"
"101186s4046201801424","strategy"
"101186s4046201801424","result"
"101186s4046201801424","similar"
"101186s4046201801424","resource"
"101186s4046201801424","environment"
"101186s4046201801424","revisit"
"101186s4046201801424","classic"
"101186s4046201801424","prediction"
"101186s4046201801424","relationship"
"101186s4046201801424","resource"
"101186s4046201801424","distribution"
"101186s4046201801424","forager"
"101186s4046201801424","space"
"101186s4046201801424","track"
"101186s4046201801424","free"
"101186s4046201801424","live"
"101186s4046201801424","forager"
"101186s4046201801424","single"
"101186s4046201801424","species"
"101186s4046201801424","contrast"
"101186s4046201801424","resource"
"101186s4046201801424","landscape"
"101186s4046201801424","main"
"101186s4046201801424","breed"
"101186s4046201801424","east"
"101186s4046201801424","atlantic"
"101186s4046201801424","flyway"
"101186s4046201801424","wadden"
"101186s4046201801424","sea"
"101186s4046201801424","netherlands"
"101186s4046201801424","banc"
"101186s4046201801424","darguin"
"101186s4046201801424","map"
"101186s4046201801424","prey"
"101186s4046201801424","distribution"
"101186s4046201801424","derive"
"101186s4046201801424","resource"
"101186s4046201801424","landscape"
"101186s4046201801424","term"
"101186s4046201801424","predict"
"101186s4046201801424","intake"
"101186s4046201801424","rate"
"101186s4046201801424","red"
"101186s4046201801424","knot"
"101186s4046201801424","migratory"
"101186s4046201801424","track"
"101186s4046201801424","forage"
"101186s4046201801424","path"
"101186s4046201801424","individual"
"101186s4046201801424","red"
"101186s4046201801424","knot"
"101186s4046201801424","interval"
"101186s4046201801424","week"
"101186s4046201801424","wadden"
"101186s4046201801424","sea"
"101186s4046201801424","banc"
"101186s4046201801424","darguin"
"101186s4046201801424","mediate"
"101186s4046201801424","competition"
"101186s4046201801424","resource"
"101186s4046201801424","expect"
"101186s4046201801424","aggregation"
"101186s4046201801424","strong"
"101186s4046201801424","site"
"101186s4046201801424","fidelity"
"101186s4046201801424","weak"
"101186s4046201801424","environment"
"101186s4046201801424","resource"
"101186s4046201801424","patch"
"101186s4046201801424","opposite"
"101186s4046201801424","expect"
"101186s4046201801424","resource"
"101186s4046201801424","patch"
"101186s4046201801424","local"
"101186s4046201801424","resource"
"101186s4046201801424","abundance"
"101186s4046201801424","banc"
"101186s4046201801424","darguin"
"101186s4046201801424","resource"
"101186s4046201801424","patch"
"101186s4046201801424","wadden"
"101186s4046201801424","sea"
"101186s4046201801424","large"
"101186s4046201801424","maximum"
"101186s4046201801424","local"
"101186s4046201801424","resource"
"101186s4046201801424","abundance"
"101186s4046201801424","constraint"
"101186s4046201801424","set"
"101186s4046201801424","digestive"
"101186s4046201801424","capacity"
"101186s4046201801424","average"
"101186s4046201801424","potential"
"101186s4046201801424","intake"
"101186s4046201801424","rate"
"101186s4046201801424","red"
"101186s4046201801424","knot"
"101186s4046201801424","similar"
"101186s4046201801424","study"
"101186s4046201801424","site"
"101186s4046201801424","space"
"101186s4046201801424","pattern"
"101186s4046201801424","differ"
"101186s4046201801424","predict"
"101186s4046201801424","difference"
"101186s4046201801424","resource"
"101186s4046201801424","landscape"
"101186s4046201801424","forage"
"101186s4046201801424","red"
"101186s4046201801424","knot"
"101186s4046201801424","wadden"
"101186s4046201801424","sea"
"101186s4046201801424","roam"
"101186s4046201801424","mudflat"
"101186s4046201801424","aggregation"
"101186s4046201801424","site"
"101186s4046201801424","fidelity"
"101186s4046201801424","banc"
"101186s4046201801424","darguin"
"101186s4046201801424","aggregation"
"101186s4046201801424","strongly"
"101186s4046201801424","site"
"101186s4046201801424","faithful"
"101186s4046201801424","solitary"
"101186s4046201801424","resident"
"101186s4046201801424","space"
"101186s4046201801424","pattern"
"101186s4046201801424","red"
"101186s4046201801424","knot"
"101186s4046201801424","study"
"101186s4046201801424","opposite"
"101186s4046201801424","pattern"
"101186s4046201801424","difference"
"101186s4046201801424","explain"
"101186s4046201801424","distribution"
"101186s4046201801424","resource"
"101186s4046201801424","finding"
"101186s4046201801424","imply"
"101186s4046201801424","intraspecific"
"101186s4046201801424","similarity"
"101186s4046201801424","space"
"101186s4046201801424","pattern"
"101186s4046201801424","represent"
"101186s4046201801424","response"
"101186s4046201801424","similar"
"101186s4046201801424","resource"
"101186s4046201801424","environment"
"101186s4046201801424","species"
"101186s4046201801424","predict"
"101186s4046201801424","environmental"
"101186s4046201801424","change"
"101186s4046201801424","affect"
"101186s4046201801424","space"
"101186s4046201801424","understand"
"101186s4046201801424","degree"
"101186s4046201801424","space"
"101186s4046201801424","strategy"
"101186s4046201801424","result"
"101186s4046201801424","developmental"
"101186s4046201801424","plasticity"
"101186s4046201801424","behavior"
"101186s4046201801424","flexibility"
"101186s4046201801424","require"
"101186s4046201801424","track"
"101186s4046201801424","forager"
"101186s4046201801424","development"
"101186s4046201801424","track"
"101186s4046201801424","environment"
"101186s4046201801424","sufficient"
"101186s4046201801424","spatial"
"101186s4046201801424","temporal"
"101186s4046201801424","detail"
"101371journalpone0209298","motor"
"101371journalpone0209298","ability"
"101371journalpone0209298","change"
"101371journalpone0209298","people"
"101371journalpone0209298","generate"
"101371journalpone0209298","information"
"101371journalpone0209298","recalibrate"
"101371journalpone0209298","perception"
"101371journalpone0209298","active"
"101371journalpone0209298","exploration"
"101371journalpone0209298","prior"
"101371journalpone0209298","research"
"101371journalpone0209298","focus"
"101371journalpone0209298","observer"
"101371journalpone0209298","ability"
"101371journalpone0209298","update"
"101371journalpone0209298","perception"
"101371journalpone0209298","execute"
"101371journalpone0209298","exploratory"
"101371journalpone0209298","behavior"
"101371journalpone0209298","question"
"101371journalpone0209298","observer"
"101371journalpone0209298","choose"
"101371journalpone0209298","explore"
"101371journalpone0209298","overlook"
"101371journalpone0209298","effectively"
"101371journalpone0209298","adult"
"101371journalpone0209298","decide"
"101371journalpone0209298","explore"
"101371journalpone0209298","adapt"
"101371journalpone0209298","ability"
"101371journalpone0209298","doorway"
"101371journalpone0209298","result"
"101371journalpone0209298","reveal"
"101371journalpone0209298","participant"
"101371journalpone0209298","efficient"
"101371journalpone0209298","decision"
"101371journalpone0209298","explore"
"101371journalpone0209298","approach"
"101371journalpone0209298","practice"
"101371journalpone0209298","explore"
"101371journalpone0209298","doorway"
"101371journalpone0209298","limit"
"101371journalpone0209298","ability"
"101371journalpone0209298","participant"
"101371journalpone0209298","explore"
"101371journalpone0209298","perceptual"
"101371journalpone0209298","calibration"
"101371journalpone0209298","improve"
"101371journalpone0209298","participant"
"101371journalpone0209298","optimal"
"101371journalpone0209298","decision"
"101371journalpone0209298","explore"
"101371journalpone0209298","result"
"101371journalpone0209298","failure"
"101371journalpone0209298","recalibrate"
"101371journalpone0209298","discuss"
"101371journalpone0209298","implication"
"101371journalpone0209298","finding"
"101371journalpone0209298","understand"
"101371journalpone0209298","process"
"101371journalpone0209298","perceptual"
"101371journalpone0209298","motor"
"101371journalpone0209298","underlie"
"101371journalpone0209298","real"
"101371journalpone0209298","world"
"101371journalpone0209298","behavior"
"101186s1289801802166","grassland"
"101186s1289801802166","management"
"101186s1289801802166","regime"
"101186s1289801802166","effect"
"101186s1289801802166","soil"
"101186s1289801802166","fauna"
"101186s1289801802166","effect"
"101186s1289801802166","earthworm"
"101186s1289801802166","negative"
"101186s1289801802166","induce"
"101186s1289801802166","graze"
"101186s1289801802166","animal"
"101186s1289801802166","positive"
"101186s1289801802166","mediate"
"101186s1289801802166","increase"
"101186s1289801802166","sward"
"101186s1289801802166","productivity"
"101186s1289801802166","cattle"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","provide"
"101186s1289801802166","food"
"101186s1289801802166","source"
"101186s1289801802166","knowledge"
"101186s1289801802166","gap"
"101186s1289801802166","exist"
"101186s1289801802166","relation"
"101186s1289801802166","behavior"
"101186s1289801802166","earthworm"
"101186s1289801802166","species"
"101186s1289801802166","movement"
"101186s1289801802166","aggregation"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","legacy"
"101186s1289801802166","effect"
"101186s1289801802166","pat"
"101186s1289801802166","spatial"
"101186s1289801802166","recruitment"
"101186s1289801802166","study"
"101186s1289801802166","address"
"101186s1289801802166","knowledge"
"101186s1289801802166","gap"
"101186s1289801802166","field"
"101186s1289801802166","experiment"
"101186s1289801802166","natural"
"101186s1289801802166","simulate"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","intensively"
"101186s1289801802166","graze"
"101186s1289801802166","pasture"
"101186s1289801802166","pat"
"101186s1289801802166","strongly"
"101186s1289801802166","affect"
"101186s1289801802166","spatial"
"101186s1289801802166","earthworm"
"101186s1289801802166","distribution"
"101186s1289801802166","time"
"101186s1289801802166","earthworm"
"101186s1289801802166","aggregate"
"101186s1289801802166","beneath"
"101186s1289801802166","pat"
"101186s1289801802166","control"
"101186s1289801802166","location"
"101186s1289801802166","pat"
"101186s1289801802166","earthworm"
"101186s1289801802166","community"
"101186s1289801802166","comprise"
"101186s1289801802166","species"
"101186s1289801802166","temporally"
"101186s1289801802166","aggregation"
"101186s1289801802166","dispersal"
"101186s1289801802166","pattern"
"101186s1289801802166","observe"
"101186s1289801802166","include"
"101186s1289801802166","absence"
"101186s1289801802166","individual"
"101186s1289801802166","species"
"101186s1289801802166","control"
"101186s1289801802166","location"
"101186s1289801802166","successional"
"101186s1289801802166","response"
"101186s1289801802166","species"
"101186s1289801802166","species"
"101186s1289801802166","aggregate"
"101186s1289801802166","dung"
"101186s1289801802166","sample"
"101186s1289801802166","complete"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","application"
"101186s1289801802166","suggest"
"101186s1289801802166","absence"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","legacy"
"101186s1289801802166","effect"
"101186s1289801802166","earthworm"
"101186s1289801802166","community"
"101186s1289801802166","species"
"101186s1289801802166","distribution"
"101186s1289801802166","maximum"
"101186s1289801802166","size"
"101186s1289801802166","recruitment"
"101186s1289801802166","earthworm"
"101186s1289801802166","movement"
"101186s1289801802166","pat"
"101186s1289801802166","estimate"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","actual"
"101186s1289801802166","graze"
"101186s1289801802166","result"
"101186s1289801802166","deposition"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","ha"
"101186s1289801802166","estimate"
"101186s1289801802166","surface"
"101186s1289801802166","total"
"101186s1289801802166","graze"
"101186s1289801802166","influence"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","graze"
"101186s1289801802166","study"
"101186s1289801802166","presence"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","pasture"
"101186s1289801802166","create"
"101186s1289801802166","hot"
"101186s1289801802166","spot"
"101186s1289801802166","spatial"
"101186s1289801802166","earthworm"
"101186s1289801802166","species"
"101186s1289801802166","distribution"
"101186s1289801802166","time"
"101186s1289801802166","finding"
"101186s1289801802166","highlight"
"101186s1289801802166","importance"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","temporally"
"101186s1289801802166","spatially"
"101186s1289801802166","sample"
"101186s1289801802166","earthworm"
"101186s1289801802166","graze"
"101186s1289801802166","pasture"
"101186s1289801802166","publish"
"101186s1289801802166","comparison"
"101186s1289801802166","graze"
"101186s1289801802166","cut"
"101186s1289801802166","grassland"
"101186s1289801802166","reach"
"101186s1289801802166","incorrect"
"101186s1289801802166","conclusion"
"101186s1289801802166","deliberately"
"101186s1289801802166","avoid"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","observe"
"101186s1289801802166","intense"
"101186s1289801802166","aggregation"
"101186s1289801802166","earthworm"
"101186s1289801802166","beneath"
"101186s1289801802166","dung"
"101186s1289801802166","pat"
"101186s1289801802166","suggest"
"101186s1289801802166","earthworm"
"101186s1289801802166","function"
"101186s1289801802166","assess"
"101186s1289801802166","separately"
"101186s1289801802166","hot"
"101186s1289801802166","spot"
"101371journalpone0208424","lameness"
"101371journalpone0208424","key"
"101371journalpone0208424","health"
"101371journalpone0208424","welfare"
"101371journalpone0208424","issue"
"101371journalpone0208424","affect"
"101371journalpone0208424","commercial"
"101371journalpone0208424","herd"
"101371journalpone0208424","dairy"
"101371journalpone0208424","cattle"
"101371journalpone0208424","potentially"
"101371journalpone0208424","significant"
"101371journalpone0208424","economic"
"101371journalpone0208424","impact"
"101371journalpone0208424","due"
"101371journalpone0208424","expense"
"101371journalpone0208424","treatment"
"101371journalpone0208424","lose"
"101371journalpone0208424","milk"
"101371journalpone0208424","production"
"101371journalpone0208424","exist"
"101371journalpone0208424","lameness"
"101371journalpone0208424","detection"
"101371journalpone0208424","method"
"101371journalpone0208424","time"
"101371journalpone0208424","intensive"
"101371journalpone0208424","detection"
"101371journalpone0208424","remain"
"101371journalpone0208424","significant"
"101371journalpone0208424","lead"
"101371journalpone0208424","delay"
"101371journalpone0208424","miss"
"101371journalpone0208424","treatment"
"101371journalpone0208424","automate"
"101371journalpone0208424","monitor"
"101371journalpone0208424","system"
"101371journalpone0208424","quickly"
"101371journalpone0208424","accurately"
"101371journalpone0208424","detect"
"101371journalpone0208424","lameness"
"101371journalpone0208424","individual"
"101371journalpone0208424","cow"
"101371journalpone0208424","commercial"
"101371journalpone0208424","dairy"
"101371journalpone0208424","herd"
"101371journalpone0208424","recent"
"101371journalpone0208424","advance"
"101371journalpone0208424","sensor"
"101371journalpone0208424","track"
"101371journalpone0208424","technology"
"101371journalpone0208424","observe"
"101371journalpone0208424","movement"
"101371journalpone0208424","behavior"
"101371journalpone0208424","space"
"101371journalpone0208424","range"
"101371journalpone0208424","animal"
"101371journalpone0208424","species"
"101371journalpone0208424","extend"
"101371journalpone0208424","time"
"101371journalpone0208424","scale"
"101371journalpone0208424","observe"
"101371journalpone0208424","movement"
"101371journalpone0208424","behavior"
"101371journalpone0208424","space"
"101371journalpone0208424","pattern"
"101371journalpone0208424","individual"
"101371journalpone0208424","dairy"
"101371journalpone0208424","cattle"
"101371journalpone0208424","relate"
"101371journalpone0208424","lameness"
